vOTU	size
vOTU_129694	1080
vOTU_129697	1080
vOTU_129711	1080
vOTU_129715	1080
vOTU_129735	1080
vOTU_129746	1079
vOTU_129831	1079
vOTU_129832	1079
vOTU_129863	1079
vOTU_129918	1079
vOTU_129928	1079
vOTU_129993	1078
vOTU_129995	1078
vOTU_130093	1078
vOTU_130166	1077
vOTU_130254	1077
vOTU_130277	1077
vOTU_130284	1077
vOTU_130319	1076
vOTU_130391	1076
vOTU_130421	1076
vOTU_130466	1076
vOTU_130468	1076
vOTU_130571	1075
vOTU_130606	1075
vOTU_130671	1075
vOTU_130717	1074
vOTU_130780	1074
vOTU_130792	1074
vOTU_130823	1074
vOTU_130932	1073
vOTU_130976	1073
vOTU_130998	1073
vOTU_131046	1073
vOTU_131053	1073
vOTU_131093	1072
vOTU_131145	1072
vOTU_131207	1072
vOTU_131239	1072
vOTU_131244	1072
vOTU_131294	1071
vOTU_131321	1071
vOTU_131323	1071
vOTU_131340	1071
vOTU_131377	1071
vOTU_131400	1071
vOTU_131414	1071
vOTU_131424	1071
vOTU_131489	1070
vOTU_131528	1070
vOTU_131557	1070
vOTU_131559	1070
vOTU_131601	1070
vOTU_131632	1070
vOTU_131641	1070
vOTU_131746	1069
vOTU_131781	1069
vOTU_131786	1069
vOTU_131853	1068
vOTU_131866	1068
vOTU_131932	1068
vOTU_131977	1068
vOTU_131993	1068
vOTU_132005	1068
vOTU_132183	1067
vOTU_132184	1067
vOTU_132205	1067
vOTU_132208	1067
vOTU_132347	1066
vOTU_132353	1066
vOTU_132358	1066
vOTU_132435	1066
vOTU_132436	1066
vOTU_132522	1065
vOTU_132552	1065
vOTU_132572	1065
vOTU_132688	1064
vOTU_132706	1064
vOTU_132822	1064
vOTU_132837	1064
vOTU_132875	1063
vOTU_132890	1063
vOTU_132913	1063
vOTU_132993	1063
vOTU_133038	1063
vOTU_133184	1062
vOTU_133274	1062
vOTU_133333	1061
vOTU_133391	1061
vOTU_133448	1061
vOTU_133461	1061
vOTU_133542	1060
vOTU_133564	1060
vOTU_133590	1060
vOTU_133593	1060
vOTU_133600	1060
vOTU_133623	1060
vOTU_133640	1060
vOTU_133756	1059
vOTU_133769	1059
vOTU_133788	1059
vOTU_133790	1059
vOTU_134003	1058
vOTU_134041	1058
vOTU_134084	1057
vOTU_134096	1057
vOTU_134127	1057
vOTU_134148	1057
vOTU_134334	1056
vOTU_134402	1056
vOTU_134591	1055
vOTU_134606	1055
vOTU_134610	1055
vOTU_134634	1055
vOTU_134731	1054
vOTU_134895	1053
vOTU_134899	1053
vOTU_134900	1053
vOTU_134909	1053
vOTU_134923	1053
vOTU_134942	1053
vOTU_134945	1053
vOTU_134973	1053
vOTU_135005	1053
vOTU_135033	1053
vOTU_135133	1052
vOTU_135150	1052
vOTU_135152	1052
vOTU_135153	1052
vOTU_135228	1052
vOTU_135262	1052
vOTU_135292	1052
vOTU_135439	1051
vOTU_135449	1051
vOTU_135512	1050
vOTU_135674	1050
vOTU_135676	1050
vOTU_135699	1050
vOTU_135728	1049
vOTU_135730	1049
vOTU_135766	1049
vOTU_135811	1049
vOTU_135856	1049
vOTU_135911	1049
vOTU_136053	1048
vOTU_136080	1048
vOTU_136085	1048
vOTU_136244	1047
vOTU_136266	1047
vOTU_136270	1047
vOTU_136285	1047
vOTU_136359	1046
vOTU_136430	1046
vOTU_136528	1045
vOTU_136685	1045
vOTU_136809	1044
vOTU_137184	1042
vOTU_137235	1042
vOTU_137259	1042
vOTU_137277	1042
vOTU_137376	1041
vOTU_137428	1041
vOTU_137451	1041
vOTU_137490	1040
vOTU_137545	1040
vOTU_137670	1040
vOTU_137707	1040
vOTU_137773	1039
vOTU_137814	1039
vOTU_137862	1039
vOTU_137910	1039
vOTU_137944	1039
vOTU_138113	1038
vOTU_138150	1038
vOTU_138160	1038
vOTU_138209	1037
vOTU_138348	1037
vOTU_138471	1036
vOTU_138542	1036
vOTU_138575	1036
vOTU_138635	1035
vOTU_138636	1035
vOTU_138673	1035
vOTU_138704	1035
vOTU_138741	1035
vOTU_138744	1035
vOTU_138765	1035
vOTU_138771	1035
vOTU_138823	1034
vOTU_138852	1034
vOTU_139003	1034
vOTU_139105	1033
vOTU_139199	1033
vOTU_139227	1032
vOTU_139256	1032
vOTU_139365	1032
vOTU_139402	1032
vOTU_139413	1032
vOTU_139457	1031
vOTU_139525	1031
vOTU_139587	1031
vOTU_139617	1031
vOTU_139712	1030
vOTU_139832	1030
vOTU_139838	1030
vOTU_139853	1030
vOTU_139882	1029
vOTU_139906	1029
vOTU_140000	1029
vOTU_140032	1029
vOTU_140080	1028
vOTU_140111	1028
vOTU_140133	1028
vOTU_140144	1028
vOTU_140272	1028
vOTU_140375	1027
vOTU_140430	1027
vOTU_140435	1027
vOTU_140452	1027
vOTU_140453	1027
vOTU_140688	1026
vOTU_140711	1026
vOTU_140757	1025
vOTU_140822	1025
vOTU_140934	1025
vOTU_141082	1024
vOTU_141099	1024
vOTU_141117	1024
vOTU_141187	1023
vOTU_141250	1023
vOTU_141288	1023
vOTU_141291	1023
vOTU_141337	1023
vOTU_141370	1022
vOTU_141431	1022
vOTU_141482	1022
vOTU_141519	1022
vOTU_141579	1022
vOTU_141590	1022
vOTU_141599	1022
vOTU_141671	1021
vOTU_141797	1021
vOTU_141813	1021
vOTU_141873	1020
vOTU_141907	1020
vOTU_141924	1020
vOTU_141950	1020
vOTU_141951	1020
vOTU_142001	1020
vOTU_142017	1020
vOTU_142078	1019
vOTU_142272	1018
vOTU_142416	1018
vOTU_142496	1017
vOTU_142593	1017
vOTU_142624	1017
vOTU_142934	1015
vOTU_142990	1015
vOTU_143015	1015
vOTU_143021	1015
vOTU_143093	1015
vOTU_143128	1014
vOTU_143131	1014
vOTU_143180	1014
vOTU_143184	1014
vOTU_143258	1014
vOTU_143275	1014
vOTU_143280	1014
vOTU_143369	1014
vOTU_143374	1014
vOTU_143460	1013
vOTU_143479	1013
vOTU_143483	1013
vOTU_143485	1013
vOTU_143487	1013
vOTU_143581	1013
vOTU_143598	1013
vOTU_143651	1012
vOTU_143692	1012
vOTU_143755	1012
vOTU_143821	1012
vOTU_143852	1012
vOTU_143926	1011
vOTU_144061	1011
vOTU_144307	1010
vOTU_144311	1010
vOTU_144358	1009
vOTU_144413	1009
vOTU_144433	1009
vOTU_144447	1009
vOTU_144453	1009
vOTU_144492	1009
vOTU_144507	1009
vOTU_144726	1008
vOTU_144746	1008
vOTU_144909	1007
vOTU_144949	1007
vOTU_144955	1007
vOTU_144964	1007
vOTU_145009	1007
vOTU_145020	1007
vOTU_145028	1007
vOTU_145029	1007
vOTU_145098	1006
vOTU_145153	1006
vOTU_145222	1006
vOTU_145301	1005
vOTU_145336	1005
vOTU_145354	1005
vOTU_145355	1005
vOTU_145357	1005
vOTU_145398	1005
vOTU_145455	1005
vOTU_145459	1005
vOTU_145578	1004
vOTU_145624	1004
vOTU_145776	1003
vOTU_145826	1003
vOTU_145931	1003
vOTU_146023	1002
vOTU_146028	1002
vOTU_146070	1002
vOTU_146080	1002
vOTU_146085	1002
vOTU_146091	1002
vOTU_146228	1001
vOTU_146326	1001
vOTU_146341	1001
vOTU_146402	1001
vOTU_146434	1000
vOTU_146532	1000
vOTU_146579	1000
vOTU_146617	1000
